Time,Extension,Load
(s),(mm),(N)
"57.60000","288.01001","15.79332"
"57.70000","288.50989","15.86362"
"57.80000","289.00983","15.95273"
"57.90000","289.50986","16.02478"
"58.00000","290.01001","16.11646"
"58.10000","290.51010","16.18612"
"58.20000","291.00998","16.28439"
"58.30000","291.50986","16.35625"
"58.40000","292.00977","16.45188"
"58.50000","292.50998","16.53409"
"58.60000","293.01001","16.61078"
"58.70000","293.50989","16.69594"
"58.80000","294.00983","16.78379"
"58.90000","294.50998","16.86920"
"59.00000","295.01007","16.95548"
"59.10000","295.51007","17.05431"
"59.20000","296.00986","17.12461"
"59.30000","296.50974","17.21748"
"59.40000","297.00983","17.30890"
"59.50000","297.51001","17.40127"
"59.60000","298.01004","17.49696"
"59.70000","298.50983","17.57616"
"59.80000","299.00986","17.67951"
"59.90000","299.50995","17.76115"
"60.00000","300.00998","17.86211"
"60.10000","300.50992","17.94746"
"60.20000","301.00980","18.02697"
"60.30000","301.50983","18.13871"
"60.40000","302.00992","18.22325"
"60.50000","302.51004","18.31818"
"60.60000","303.00995","18.41130"
"60.70000","303.50989","18.49671"
"60.80000","304.00986","18.60557"
"60.90000","304.50995","18.69882"
"61.00000","305.01001","18.79652"
"61.10000","305.50992","18.88851"
"61.20000","306.00983","18.98414"
"61.30000","306.50989","19.07914"
"61.40000","307.00998","19.17239"
"61.50000","307.51007","19.26620"
"61.60000","308.01001","19.36377"
"61.70000","308.50974","19.47897"
"61.80000","309.00977","19.57221"
"61.90000","309.51001","19.67430"
"62.00000","310.00998","19.77839"
"62.10000","310.50998","19.88588"
"62.20000","311.00989","19.97630"
"62.30000","311.50998","20.08867"
"62.40000","312.00998","20.18624"
"62.50000","312.51001","20.28263"
"62.60000","313.00980","20.39117"
"62.70000","313.50967","20.48931"
"62.80000","314.00986","20.59710"
"62.90000","314.51004","20.69988"
"63.00000","315.00998","20.79827"
"63.10000","315.50992","20.89854"
"63.20000","316.00986","21.01743"
"63.30000","316.50986","21.11444"
"63.40000","317.00998","21.22192"
"63.50000","317.50995","21.32664"
"63.60000","318.00980","21.41952"
"63.70000","318.50977","21.52932"
"63.80000","319.00995","21.63466"
"63.90000","319.51010","21.73801"
"64.00000","320.01004","21.84712"
"64.10000","320.50986","21.94996"
"64.20000","321.00980","22.05757"
"64.30000","321.50989","22.15558"
"64.40000","322.00989","22.25974"
"64.50000","322.50989","22.35969"
"64.60000","323.00980","22.46999"
"64.70000","323.50986","22.58074"
"64.80000","324.00995","22.67900"
"64.90000","324.51007","22.78924"
"65.00000","325.00986","22.88800"
"65.10000","325.50977","22.99003"
"65.20000","326.00983","23.09130"
"65.30000","326.50995","23.19941"
"65.40000","327.01001","23.29748"
"65.50000","327.50998","23.41192"
"65.60000","328.00980","23.49959"
"65.70000","328.50980","23.60437"
"65.80000","329.00995","23.71518"
"65.90000","329.51004","23.79896"
"66.00000","330.00980","23.90330"
"66.10000","330.50980","24.00012"
"66.20000","331.00986","24.09707"
"66.30000","331.51001","24.17921"
"66.40000","332.00998","24.26061"
"66.49600","332.48996","20.76121"
"66.50000","332.50995","18.17596"
"66.50400","332.52997","15.38353"
"66.50600","332.53992","13.98772"
